"","No","Karakter","Angka"
"16964",16964,"D",7
"16965",16965,"A",15
"16966",16966,"B",22
"16967",16967,"C",13
"16968",16968,"D",-2
"16969",16969,"A",8
"16970",16970,"B",11
"16971",16971,"C",0
"16972",16972,"D",23
"16973",16973,"A",10
"16974",16974,"B",16
"16975",16975,"C",21
"16976",16976,"D",4
"16977",16977,"A",-1
"16978",16978,"B",18
"16979",16979,"C",9
"16980",16980,"D",17
"16981",16981,"A",13
"16982",16982,"B",6
"16983",16983,"C",13
"16984",16984,"D",19
"16985",16985,"A",2
"16986",16986,"B",19
"16987",16987,"C",11
"16988",16988,"D",26
"16989",16989,"A",7
"16990",16990,"B",-1
"16991",16991,"C",10
"16992",16992,"D",26
"16993",16993,"A",9
"16994",16994,"B",12
"16995",16995,"C",12
"16996",16996,"D",4
"16997",16997,"A",10
"16998",16998,"B",9
"16999",16999,"C",16
"17000",17000,"D",24
"17001",17001,"A",23
"17002",17002,"B",3
"17003",17003,"C",4
"17004",17004,"D",9
"17005",17005,"A",1
"17006",17006,"B",-11
"17007",17007,"C",1
"17008",17008,"D",-15
"17009",17009,"A",-4
"17010",17010,"B",26
"17011",17011,"C",-3
"17012",17012,"D",1
"17013",17013,"A",5
"17014",17014,"B",24
"17015",17015,"C",18
"17016",17016,"D",11
"17017",17017,"A",6
"17018",17018,"B",10
"17019",17019,"C",12
"17020",17020,"D",12
"17021",17021,"A",24
"17022",17022,"B",6
"17023",17023,"C",5
"17024",17024,"D",-3
"17025",17025,"A",11
"17026",17026,"B",13
"17027",17027,"C",14
"17028",17028,"D",10
"17029",17029,"A",26
"17030",17030,"B",1
"17031",17031,"C",14
"17032",17032,"D",-23
"17033",17033,"A",4
"17034",17034,"B",29
"17035",17035,"C",5
"17036",17036,"D",19
"17037",17037,"A",2
"17038",17038,"B",21
"17039",17039,"C",8
"17040",17040,"D",12
"17041",17041,"A",5
"17042",17042,"B",0
"17043",17043,"C",15
"17044",17044,"D",17
"17045",17045,"A",34
"17046",17046,"B",6
"17047",17047,"C",13
"17048",17048,"D",10
"17049",17049,"A",19
"17050",17050,"B",29
"17051",17051,"C",-9
"17052",17052,"D",27
"17053",17053,"A",19
"17054",17054,"B",-4
"17055",17055,"C",0
"17056",17056,"D",8
"17057",17057,"A",6
"17058",17058,"B",29
"17059",17059,"C",8
"17060",17060,"D",20
"17061",17061,"A",11
"17062",17062,"B",3
"17063",17063,"C",7
"17064",17064,"D",9
"17065",17065,"A",-2
"17066",17066,"B",-7
"17067",17067,"C",4
"17068",17068,"D",11
"17069",17069,"A",4
"17070",17070,"B",25
"17071",17071,"C",14
"17072",17072,"D",2
"17073",17073,"A",2
"17074",17074,"B",-9
"17075",17075,"C",-6
"17076",17076,"D",15
"17077",17077,"A",23
"17078",17078,"B",13
"17079",17079,"C",18
"17080",17080,"D",11
"17081",17081,"A",11
"17082",17082,"B",8
"17083",17083,"C",15
"17084",17084,"D",1
"17085",17085,"A",-5
"17086",17086,"B",21
"17087",17087,"C",5
"17088",17088,"D",21
"17089",17089,"A",12
"17090",17090,"B",-6
"17091",17091,"C",9
"17092",17092,"D",22
"17093",17093,"A",-11
"17094",17094,"B",6
"17095",17095,"C",5
"17096",17096,"D",21
"17097",17097,"A",0
"17098",17098,"B",21
"17099",17099,"C",-10
"17100",17100,"D",16
"17101",17101,"A",-3
"17102",17102,"B",-2
"17103",17103,"C",-12
"17104",17104,"D",13
"17105",17105,"A",-1
"17106",17106,"B",1
"17107",17107,"C",21
"17108",17108,"D",9
"17109",17109,"A",23
"17110",17110,"B",2
"17111",17111,"C",11
"17112",17112,"D",6
"17113",17113,"A",2
"17114",17114,"B",1
"17115",17115,"C",26
"17116",17116,"D",17
"17117",17117,"A",20
"17118",17118,"B",20
"17119",17119,"C",12
"17120",17120,"D",3
"17121",17121,"A",9
"17122",17122,"B",-11
"17123",17123,"C",15
"17124",17124,"D",6
"17125",17125,"A",19
"17126",17126,"B",8
"17127",17127,"C",12
"17128",17128,"D",23
"17129",17129,"A",-7
"17130",17130,"B",18
"17131",17131,"C",24
"17132",17132,"D",10
"17133",17133,"A",22
"17134",17134,"B",15
"17135",17135,"C",17
"17136",17136,"D",11
"17137",17137,"A",31
"17138",17138,"B",-1
"17139",17139,"C",15
"17140",17140,"D",35
"17141",17141,"A",3
"17142",17142,"B",12
"17143",17143,"C",2
"17144",17144,"D",1
"17145",17145,"A",-26
"17146",17146,"B",15
"17147",17147,"C",1
"17148",17148,"D",8
"17149",17149,"A",13
"17150",17150,"B",2
"17151",17151,"C",-6
"17152",17152,"D",0
"17153",17153,"A",11
"17154",17154,"B",6
"17155",17155,"C",2
"17156",17156,"D",10
"17157",17157,"A",15
"17158",17158,"B",8
"17159",17159,"C",16
"17160",17160,"D",27
"17161",17161,"A",7
"17162",17162,"B",11
"17163",17163,"C",8
"17164",17164,"D",0
"17165",17165,"A",24
"17166",17166,"B",14
"17167",17167,"C",31
"17168",17168,"D",-11
"17169",17169,"A",3
"17170",17170,"B",2
"17171",17171,"C",3
"17172",17172,"D",18
"17173",17173,"A",16
"17174",17174,"B",6
"17175",17175,"C",7
"17176",17176,"D",31
"17177",17177,"A",-4
"17178",17178,"B",-12
"17179",17179,"C",12
"17180",17180,"D",30
"17181",17181,"A",1
"17182",17182,"B",21
"17183",17183,"C",17
"17184",17184,"D",18
"17185",17185,"A",26
"17186",17186,"B",27
"17187",17187,"C",-2
"17188",17188,"D",-7
"17189",17189,"A",5
"17190",17190,"B",9
"17191",17191,"C",2
"17192",17192,"D",6
"17193",17193,"A",-8
"17194",17194,"B",12
"17195",17195,"C",5
"17196",17196,"D",23
"17197",17197,"A",-1
"17198",17198,"B",10
"17199",17199,"C",13
"17200",17200,"D",19
"17201",17201,"A",15
"17202",17202,"B",0
"17203",17203,"C",-16
"17204",17204,"D",22
"17205",17205,"A",2
"17206",17206,"B",1
"17207",17207,"C",17
"17208",17208,"D",-1
"17209",17209,"A",14
"17210",17210,"B",5
"17211",17211,"C",-1
"17212",17212,"D",25
"17213",17213,"A",-3
"17214",17214,"B",-11
"17215",17215,"C",16
"17216",17216,"D",-8
"17217",17217,"A",26
"17218",17218,"B",14
"17219",17219,"C",21
"17220",17220,"D",8
"17221",17221,"A",20
"17222",17222,"B",4
"17223",17223,"C",12
"17224",17224,"D",10
"17225",17225,"A",19
"17226",17226,"B",13
"17227",17227,"C",13
"17228",17228,"D",11
"17229",17229,"A",-6
"17230",17230,"B",7
"17231",17231,"C",28
"17232",17232,"D",35
"17233",17233,"A",17
"17234",17234,"B",-1
"17235",17235,"C",-3
"17236",17236,"D",21
"17237",17237,"A",14
"17238",17238,"B",6
"17239",17239,"C",20
"17240",17240,"D",2
"17241",17241,"A",6
"17242",17242,"B",24
"17243",17243,"C",18
"17244",17244,"D",12
"17245",17245,"A",16
"17246",17246,"B",8
"17247",17247,"C",7
"17248",17248,"D",8
"17249",17249,"A",4
"17250",17250,"B",3
"17251",17251,"C",23
"17252",17252,"D",11
"17253",17253,"A",-4
"17254",17254,"B",13
"17255",17255,"C",14
"17256",17256,"D",6
"17257",17257,"A",21
"17258",17258,"B",14
"17259",17259,"C",12
"17260",17260,"D",19
"17261",17261,"A",9
"17262",17262,"B",-1
"17263",17263,"C",3
"17264",17264,"D",3
"17265",17265,"A",16
"17266",17266,"B",10
"17267",17267,"C",-23
"17268",17268,"D",2
"17269",17269,"A",5
"17270",17270,"B",5
"17271",17271,"C",21
"17272",17272,"D",-8
"17273",17273,"A",8
"17274",17274,"B",8
"17275",17275,"C",16
"17276",17276,"D",3
"17277",17277,"A",16
"17278",17278,"B",-14
"17279",17279,"C",-6
"17280",17280,"D",4
"17281",17281,"A",16
"17282",17282,"B",16
"17283",17283,"C",7
"17284",17284,"D",3
"17285",17285,"A",4
"17286",17286,"B",27
"17287",17287,"C",5
"17288",17288,"D",9
"17289",17289,"A",25
"17290",17290,"B",-3
"17291",17291,"C",11
"17292",17292,"D",12
"17293",17293,"A",18
"17294",17294,"B",0
"17295",17295,"C",10
"17296",17296,"D",26
"17297",17297,"A",1
"17298",17298,"B",28
"17299",17299,"C",21
"17300",17300,"D",-5
"17301",17301,"A",8
"17302",17302,"B",10
"17303",17303,"C",7
"17304",17304,"D",14
"17305",17305,"A",0
"17306",17306,"B",-6
"17307",17307,"C",-4
"17308",17308,"D",9
"17309",17309,"A",9
"17310",17310,"B",20
"17311",17311,"C",2
"17312",17312,"D",3
"17313",17313,"A",19
"17314",17314,"B",14
"17315",17315,"C",27
"17316",17316,"D",5
"17317",17317,"A",15
"17318",17318,"B",3
"17319",17319,"C",-4
"17320",17320,"D",0
"17321",17321,"A",20
"17322",17322,"B",23
"17323",17323,"C",7
"17324",17324,"D",12
"17325",17325,"A",15
"17326",17326,"B",-9
"17327",17327,"C",4
"17328",17328,"D",-5
"17329",17329,"A",17
"17330",17330,"B",28
"17331",17331,"C",17
"17332",17332,"D",24
"17333",17333,"A",3
"17334",17334,"B",17
"17335",17335,"C",17
"17336",17336,"D",12
"17337",17337,"A",2
"17338",17338,"B",10
"17339",17339,"C",26
"17340",17340,"D",3
"17341",17341,"A",0
"17342",17342,"B",12
"17343",17343,"C",10
"17344",17344,"D",4
"17345",17345,"A",11
"17346",17346,"B",11
"17347",17347,"C",11
"17348",17348,"D",6
"17349",17349,"A",16
"17350",17350,"B",17
"17351",17351,"C",10
"17352",17352,"D",16
"17353",17353,"A",13
"17354",17354,"B",17
"17355",17355,"C",10
"17356",17356,"D",-11
"17357",17357,"A",26
"17358",17358,"B",3
"17359",17359,"C",7
"17360",17360,"D",12
"17361",17361,"A",8
"17362",17362,"B",18
"17363",17363,"C",5
"17364",17364,"D",28
"17365",17365,"A",6
"17366",17366,"B",16
"17367",17367,"C",15
"17368",17368,"D",29
"17369",17369,"A",22
"17370",17370,"B",4
"17371",17371,"C",15
"17372",17372,"D",10
"17373",17373,"A",9
"17374",17374,"B",-11
"17375",17375,"C",10
"17376",17376,"D",23
"17377",17377,"A",11
"17378",17378,"B",18
"17379",17379,"C",-2
"17380",17380,"D",-5
"17381",17381,"A",6
"17382",17382,"B",21
"17383",17383,"C",2
"17384",17384,"D",4
"17385",17385,"A",13
"17386",17386,"B",7
"17387",17387,"C",18
"17388",17388,"D",4
"17389",17389,"A",11
"17390",17390,"B",10
"17391",17391,"C",18
"17392",17392,"D",31
"17393",17393,"A",20
"17394",17394,"B",8
"17395",17395,"C",34
"17396",17396,"D",-1
"17397",17397,"A",23
"17398",17398,"B",18
"17399",17399,"C",3
"17400",17400,"D",11
"17401",17401,"A",23
"17402",17402,"B",21
"17403",17403,"C",13
"17404",17404,"D",19
"17405",17405,"A",-7
"17406",17406,"B",14
"17407",17407,"C",3
"17408",17408,"D",6
"17409",17409,"A",15
"17410",17410,"B",10
"17411",17411,"C",12
"17412",17412,"D",31
"17413",17413,"A",12
"17414",17414,"B",7
"17415",17415,"C",2
"17416",17416,"D",17
"17417",17417,"A",30
"17418",17418,"B",10
"17419",17419,"C",10
"17420",17420,"D",8
"17421",17421,"A",5
"17422",17422,"B",7
"17423",17423,"C",0
"17424",17424,"D",8
"17425",17425,"A",-6
"17426",17426,"B",5
"17427",17427,"C",22
"17428",17428,"D",17
"17429",17429,"A",22
"17430",17430,"B",7
"17431",17431,"C",19
"17432",17432,"D",20
"17433",17433,"A",3
"17434",17434,"B",22
"17435",17435,"C",17
"17436",17436,"D",13
"17437",17437,"A",9
"17438",17438,"B",1
"17439",17439,"C",16
"17440",17440,"D",-3
"17441",17441,"A",5
"17442",17442,"B",22
"17443",17443,"C",-4
"17444",17444,"D",-10
"17445",17445,"A",8
"17446",17446,"B",26
"17447",17447,"C",9
"17448",17448,"D",12
"17449",17449,"A",24
"17450",17450,"B",19
"17451",17451,"C",7
"17452",17452,"D",12
"17453",17453,"A",24
"17454",17454,"B",18
"17455",17455,"C",5
"17456",17456,"D",-2
"17457",17457,"A",0
"17458",17458,"B",21
"17459",17459,"C",24
"17460",17460,"D",21
"17461",17461,"A",5
"17462",17462,"B",10
"17463",17463,"C",6
"17464",17464,"D",-10
"17465",17465,"A",7
"17466",17466,"B",2
"17467",17467,"C",23
"17468",17468,"D",4
"17469",17469,"A",23
"17470",17470,"B",13
"17471",17471,"C",5
"17472",17472,"D",12
"17473",17473,"A",26
"17474",17474,"B",27
"17475",17475,"C",-4
"17476",17476,"D",13
"17477",17477,"A",10
"17478",17478,"B",27
"17479",17479,"C",30
"17480",17480,"D",18
"17481",17481,"A",17
"17482",17482,"B",8
"17483",17483,"C",-6
"17484",17484,"D",2
"17485",17485,"A",2
"17486",17486,"B",21
"17487",17487,"C",30
"17488",17488,"D",0
"17489",17489,"A",15
"17490",17490,"B",8
"17491",17491,"C",-2
"17492",17492,"D",-7
"17493",17493,"A",6
"17494",17494,"B",11
"17495",17495,"C",-1
"17496",17496,"D",26
"17497",17497,"A",4
"17498",17498,"B",22
"17499",17499,"C",17
"17500",17500,"D",13
"17501",17501,"A",-6
"17502",17502,"B",17
"17503",17503,"C",3
"17504",17504,"D",23
"17505",17505,"A",9
"17506",17506,"B",14
"17507",17507,"C",-1
"17508",17508,"D",17
"17509",17509,"A",10
"17510",17510,"B",13
"17511",17511,"C",13
"17512",17512,"D",0
"17513",17513,"A",7
"17514",17514,"B",8
"17515",17515,"C",4
"17516",17516,"D",0
"17517",17517,"A",12
"17518",17518,"B",1
"17519",17519,"C",9
"17520",17520,"D",13
"17521",17521,"A",8
"17522",17522,"B",14
"17523",17523,"C",18
"17524",17524,"D",5
"17525",17525,"A",19
"17526",17526,"B",7
"17527",17527,"C",19
"17528",17528,"D",19
"17529",17529,"A",8
"17530",17530,"B",7
"17531",17531,"C",2
"17532",17532,"D",3
"17533",17533,"A",10
"17534",17534,"B",2
"17535",17535,"C",10
"17536",17536,"D",26
"17537",17537,"A",16
"17538",17538,"B",11
"17539",17539,"C",-2
"17540",17540,"D",9
"17541",17541,"A",13
"17542",17542,"B",14
"17543",17543,"C",-3
"17544",17544,"D",1
"17545",17545,"A",26
"17546",17546,"B",17
"17547",17547,"C",9
"17548",17548,"D",8
"17549",17549,"A",-5
"17550",17550,"B",29
"17551",17551,"C",12
"17552",17552,"D",5
"17553",17553,"A",8
"17554",17554,"B",-10
"17555",17555,"C",-2
"17556",17556,"D",14
"17557",17557,"A",13
"17558",17558,"B",13
"17559",17559,"C",-1
"17560",17560,"D",12
"17561",17561,"A",11
"17562",17562,"B",9
"17563",17563,"C",11
"17564",17564,"D",5
"17565",17565,"A",24
"17566",17566,"B",-26
"17567",17567,"C",30
"17568",17568,"D",22
"17569",17569,"A",10
"17570",17570,"B",22
"17571",17571,"C",15
"17572",17572,"D",16
"17573",17573,"A",17
"17574",17574,"B",-1
"17575",17575,"C",3
"17576",17576,"D",1
"17577",17577,"A",26
"17578",17578,"B",28
"17579",17579,"C",20
"17580",17580,"D",10
"17581",17581,"A",14
"17582",17582,"B",17
"17583",17583,"C",12
"17584",17584,"D",17
"17585",17585,"A",25
"17586",17586,"B",7
"17587",17587,"C",-5
"17588",17588,"D",31
"17589",17589,"A",13
"17590",17590,"B",7
"17591",17591,"C",3
"17592",17592,"D",-3
"17593",17593,"A",18
"17594",17594,"B",11
"17595",17595,"C",-1
"17596",17596,"D",19
"17597",17597,"A",3
"17598",17598,"B",10
"17599",17599,"C",3
"17600",17600,"D",-2
"17601",17601,"A",21
"17602",17602,"B",15
"17603",17603,"C",5
"17604",17604,"D",24
"17605",17605,"A",25
"17606",17606,"B",1
"17607",17607,"C",4
"17608",17608,"D",3
"17609",17609,"A",-2
"17610",17610,"B",13
"17611",17611,"C",28
"17612",17612,"D",10
"17613",17613,"A",9
"17614",17614,"B",8
"17615",17615,"C",17
"17616",17616,"D",16
"17617",17617,"A",-3
"17618",17618,"B",3
"17619",17619,"C",-6
"17620",17620,"D",6
"17621",17621,"A",14
"17622",17622,"B",11
"17623",17623,"C",15
"17624",17624,"D",9
"17625",17625,"A",3
"17626",17626,"B",22
"17627",17627,"C",33
"17628",17628,"D",4
"17629",17629,"A",28
"17630",17630,"B",26
"17631",17631,"C",5
"17632",17632,"D",4
"17633",17633,"A",12
"17634",17634,"B",34
"17635",17635,"C",12
"17636",17636,"D",23
"17637",17637,"A",24
"17638",17638,"B",6
"17639",17639,"C",27
"17640",17640,"D",7
"17641",17641,"A",13
"17642",17642,"B",15
"17643",17643,"C",11
"17644",17644,"D",-13
"17645",17645,"A",6
"17646",17646,"B",0
"17647",17647,"C",7
"17648",17648,"D",-10
"17649",17649,"A",8
"17650",17650,"B",7
"17651",17651,"C",9
"17652",17652,"D",-19
"17653",17653,"A",-6
"17654",17654,"B",16
"17655",17655,"C",3
"17656",17656,"D",14
"17657",17657,"A",17
"17658",17658,"B",3
"17659",17659,"C",27
"17660",17660,"D",-8
"17661",17661,"A",26
"17662",17662,"B",11
"17663",17663,"C",7
"17664",17664,"D",-3
"17665",17665,"A",32
"17666",17666,"B",28
"17667",17667,"C",11
"17668",17668,"D",19
"17669",17669,"A",3
"17670",17670,"B",20
"17671",17671,"C",11
"17672",17672,"D",10
"17673",17673,"A",3
"17674",17674,"B",-7
"17675",17675,"C",7
"17676",17676,"D",15
"17677",17677,"A",16
"17678",17678,"B",12
"17679",17679,"C",17
"17680",17680,"D",9
"17681",17681,"A",25
"17682",17682,"B",2
"17683",17683,"C",25
"17684",17684,"D",13
"17685",17685,"A",12
"17686",17686,"B",22
"17687",17687,"C",13
"17688",17688,"D",-4
"17689",17689,"A",5
"17690",17690,"B",12
"17691",17691,"C",15
"17692",17692,"D",24
"17693",17693,"A",14
"17694",17694,"B",9
"17695",17695,"C",11
"17696",17696,"D",13
"17697",17697,"A",25
"17698",17698,"B",18
"17699",17699,"C",13
"17700",17700,"D",16
"17701",17701,"A",-4
"17702",17702,"B",4
"17703",17703,"C",8
"17704",17704,"D",9
"17705",17705,"A",26
"17706",17706,"B",17
"17707",17707,"C",6
"17708",17708,"D",7
"17709",17709,"A",0
"17710",17710,"B",20
"17711",17711,"C",9
"17712",17712,"D",-17
"17713",17713,"A",14
"17714",17714,"B",5
"17715",17715,"C",22
"17716",17716,"D",8
"17717",17717,"A",12
"17718",17718,"B",9
"17719",17719,"C",10
"17720",17720,"D",18
"17721",17721,"A",-2
"17722",17722,"B",12
"17723",17723,"C",0
"17724",17724,"D",21
"17725",17725,"A",7
"17726",17726,"B",11
"17727",17727,"C",8
"17728",17728,"D",31
"17729",17729,"A",3
"17730",17730,"B",0
"17731",17731,"C",12
"17732",17732,"D",22
"17733",17733,"A",-2
"17734",17734,"B",1
"17735",17735,"C",-5
"17736",17736,"D",7
"17737",17737,"A",6
"17738",17738,"B",-9
"17739",17739,"C",23
"17740",17740,"D",6
"17741",17741,"A",0
"17742",17742,"B",25
"17743",17743,"C",25
"17744",17744,"D",7
"17745",17745,"A",23
"17746",17746,"B",24
"17747",17747,"C",3
"17748",17748,"D",-15
"17749",17749,"A",-3
"17750",17750,"B",24
"17751",17751,"C",-11
"17752",17752,"D",4
"17753",17753,"A",-2
"17754",17754,"B",0
"17755",17755,"C",9
"17756",17756,"D",21
"17757",17757,"A",10
"17758",17758,"B",11
"17759",17759,"C",26
"17760",17760,"D",22
"17761",17761,"A",-3
"17762",17762,"B",21
"17763",17763,"C",15
"17764",17764,"D",11
"17765",17765,"A",5
"17766",17766,"B",9
"17767",17767,"C",2
"17768",17768,"D",13
"17769",17769,"A",-4
"17770",17770,"B",11
"17771",17771,"C",10
"17772",17772,"D",18
"17773",17773,"A",-21
"17774",17774,"B",8
"17775",17775,"C",25
"17776",17776,"D",15
"17777",17777,"A",15
"17778",17778,"B",22
"17779",17779,"C",22
"17780",17780,"D",-4
"17781",17781,"A",25
"17782",17782,"B",-2
"17783",17783,"C",1
"17784",17784,"D",23
"17785",17785,"A",0
"17786",17786,"B",0
"17787",17787,"C",6
"17788",17788,"D",11
"17789",17789,"A",14
"17790",17790,"B",21
"17791",17791,"C",15
"17792",17792,"D",10
"17793",17793,"A",-3
"17794",17794,"B",6
"17795",17795,"C",18
"17796",17796,"D",10
"17797",17797,"A",18
"17798",17798,"B",-6
"17799",17799,"C",8
"17800",17800,"D",4
"17801",17801,"A",23
"17802",17802,"B",11
"17803",17803,"C",14
"17804",17804,"D",29
"17805",17805,"A",3
"17806",17806,"B",10
"17807",17807,"C",18
"17808",17808,"D",28
"17809",17809,"A",-14
"17810",17810,"B",6
"17811",17811,"C",8
"17812",17812,"D",7
"17813",17813,"A",6
"17814",17814,"B",12
"17815",17815,"C",3
"17816",17816,"D",4
"17817",17817,"A",12
"17818",17818,"B",-1
"17819",17819,"C",12
"17820",17820,"D",38
"17821",17821,"A",11
"17822",17822,"B",14
"17823",17823,"C",14
"17824",17824,"D",-3
"17825",17825,"A",10
"17826",17826,"B",15
"17827",17827,"C",17
"17828",17828,"D",0
"17829",17829,"A",8
"17830",17830,"B",25
"17831",17831,"C",10
"17832",17832,"D",-1
"17833",17833,"A",16
"17834",17834,"B",1
"17835",17835,"C",9
"17836",17836,"D",26
"17837",17837,"A",22
"17838",17838,"B",12
"17839",17839,"C",0
"17840",17840,"D",7
"17841",17841,"A",14
"17842",17842,"B",-12
"17843",17843,"C",19
"17844",17844,"D",-11
"17845",17845,"A",22
"17846",17846,"B",15
"17847",17847,"C",14
"17848",17848,"D",1
"17849",17849,"A",-12
"17850",17850,"B",13
"17851",17851,"C",15
"17852",17852,"D",16
"17853",17853,"A",8
"17854",17854,"B",18
"17855",17855,"C",16
"17856",17856,"D",10
"17857",17857,"A",33
"17858",17858,"B",14
"17859",17859,"C",14
"17860",17860,"D",3
"17861",17861,"A",7
"17862",17862,"B",12
"17863",17863,"C",19
"17864",17864,"D",18
"17865",17865,"A",8
"17866",17866,"B",14
"17867",17867,"C",21
"17868",17868,"D",-4
"17869",17869,"A",25
"17870",17870,"B",9
"17871",17871,"C",14
"17872",17872,"D",15
"17873",17873,"A",1
"17874",17874,"B",-15
"17875",17875,"C",15
"17876",17876,"D",-4
"17877",17877,"A",13
"17878",17878,"B",11
"17879",17879,"C",10
"17880",17880,"D",7
"17881",17881,"A",12
"17882",17882,"B",7
"17883",17883,"C",14
"17884",17884,"D",2
"17885",17885,"A",19
"17886",17886,"B",20
"17887",17887,"C",7
"17888",17888,"D",23
"17889",17889,"A",9
"17890",17890,"B",14
"17891",17891,"C",-5
"17892",17892,"D",10
"17893",17893,"A",16
"17894",17894,"B",5
"17895",17895,"C",13
"17896",17896,"D",17
"17897",17897,"A",7
"17898",17898,"B",3
"17899",17899,"C",7
"17900",17900,"D",9
"17901",17901,"A",-3
"17902",17902,"B",17
"17903",17903,"C",9
"17904",17904,"D",7
"17905",17905,"A",6
"17906",17906,"B",19
"17907",17907,"C",23
"17908",17908,"D",7
"17909",17909,"A",-5
"17910",17910,"B",15
"17911",17911,"C",18
"17912",17912,"D",7
"17913",17913,"A",12
"17914",17914,"B",28
"17915",17915,"C",24
"17916",17916,"D",6
"17917",17917,"A",23
"17918",17918,"B",11
"17919",17919,"C",14
"17920",17920,"D",14
"17921",17921,"A",17
"17922",17922,"B",5
"17923",17923,"C",11
"17924",17924,"D",22
"17925",17925,"A",17
"17926",17926,"B",-5
"17927",17927,"C",17
"17928",17928,"D",3
"17929",17929,"A",24
"17930",17930,"B",30
"17931",17931,"C",23
"17932",17932,"D",11
"17933",17933,"A",-10
"17934",17934,"B",-11
"17935",17935,"C",-2
"17936",17936,"D",34
"17937",17937,"A",0
"17938",17938,"B",17
"17939",17939,"C",2
"17940",17940,"D",1
"17941",17941,"A",19
"17942",17942,"B",16
"17943",17943,"C",0
"17944",17944,"D",13
"17945",17945,"A",10
"17946",17946,"B",21
"17947",17947,"C",1
"17948",17948,"D",6
"17949",17949,"A",6
"17950",17950,"B",7
"17951",17951,"C",-3
"17952",17952,"D",5
"17953",17953,"A",20
"17954",17954,"B",12
"17955",17955,"C",22
"17956",17956,"D",21
"17957",17957,"A",1
"17958",17958,"B",-3
"17959",17959,"C",14
"17960",17960,"D",6
"17961",17961,"A",28
"17962",17962,"B",10
"17963",17963,"C",9
"17964",17964,"D",-3
"17965",17965,"A",24
"17966",17966,"B",15
"17967",17967,"C",5
"17968",17968,"D",14
"17969",17969,"A",1
"17970",17970,"B",3
"17971",17971,"C",9
"17972",17972,"D",24
"17973",17973,"A",-2
"17974",17974,"B",0
"17975",17975,"C",16
"17976",17976,"D",17
"17977",17977,"A",15
"17978",17978,"B",11
"17979",17979,"C",3
"17980",17980,"D",1
"17981",17981,"A",-11
"17982",17982,"B",15
"17983",17983,"C",8
"17984",17984,"D",13
"17985",17985,"A",3
"17986",17986,"B",10
"17987",17987,"C",11
"17988",17988,"D",18
"17989",17989,"A",6
"17990",17990,"B",2
"17991",17991,"C",-4
"17992",17992,"D",1
"17993",17993,"A",29
"17994",17994,"B",12
"17995",17995,"C",25
"17996",17996,"D",14
"17997",17997,"A",9
"17998",17998,"B",8
"17999",17999,"C",14
"18000",18000,"D",-7
"18001",18001,"A",16
"18002",18002,"B",9
"18003",18003,"C",13
"18004",18004,"D",4
"18005",18005,"A",6
"18006",18006,"B",-2
"18007",18007,"C",18
"18008",18008,"D",14
"18009",18009,"A",6
"18010",18010,"B",7
"18011",18011,"C",9
"18012",18012,"D",-3
"18013",18013,"A",-1
"18014",18014,"B",18
"18015",18015,"C",26
"18016",18016,"D",27
"18017",18017,"A",13
"18018",18018,"B",21
"18019",18019,"C",6
"18020",18020,"D",17
"18021",18021,"A",5
"18022",18022,"B",15
"18023",18023,"C",26
"18024",18024,"D",13
"18025",18025,"A",11
"18026",18026,"B",17
"18027",18027,"C",7
"18028",18028,"D",16
"18029",18029,"A",14
"18030",18030,"B",7
"18031",18031,"C",9
"18032",18032,"D",14
"18033",18033,"A",3
"18034",18034,"B",9
"18035",18035,"C",26
"18036",18036,"D",6
"18037",18037,"A",-1
"18038",18038,"B",11
"18039",18039,"C",26
"18040",18040,"D",20
"18041",18041,"A",15
"18042",18042,"B",14
"18043",18043,"C",14
"18044",18044,"D",37
"18045",18045,"A",-6
"18046",18046,"B",27
"18047",18047,"C",28
"18048",18048,"D",17
"18049",18049,"A",8
"18050",18050,"B",10
"18051",18051,"C",7
"18052",18052,"D",8
"18053",18053,"A",6
"18054",18054,"B",10
"18055",18055,"C",-1
"18056",18056,"D",10
"18057",18057,"A",15
"18058",18058,"B",-1
"18059",18059,"C",3
"18060",18060,"D",6
"18061",18061,"A",15
"18062",18062,"B",11
"18063",18063,"C",-2
"18064",18064,"D",-3
"18065",18065,"A",8
"18066",18066,"B",5
"18067",18067,"C",19
"18068",18068,"D",5
"18069",18069,"A",26
"18070",18070,"B",9
"18071",18071,"C",27
"18072",18072,"D",17
"18073",18073,"A",25
"18074",18074,"B",-5
"18075",18075,"C",13
"18076",18076,"D",-8
"18077",18077,"A",1
"18078",18078,"B",10
"18079",18079,"C",3
"18080",18080,"D",33
"18081",18081,"A",20
"18082",18082,"B",22
"18083",18083,"C",7
"18084",18084,"D",19
"18085",18085,"A",-11
"18086",18086,"B",-11
"18087",18087,"C",26
"18088",18088,"D",7
"18089",18089,"A",-5
"18090",18090,"B",14
"18091",18091,"C",24
"18092",18092,"D",17
"18093",18093,"A",14
"18094",18094,"B",26
"18095",18095,"C",17
"18096",18096,"D",-1
"18097",18097,"A",-5
"18098",18098,"B",17
"18099",18099,"C",8
"18100",18100,"D",0
"18101",18101,"A",4
"18102",18102,"B",14
"18103",18103,"C",4
"18104",18104,"D",2
"18105",18105,"A",17
"18106",18106,"B",15
"18107",18107,"C",5
"18108",18108,"D",3
"18109",18109,"A",14
"18110",18110,"B",2
"18111",18111,"C",7
"18112",18112,"D",21
"18113",18113,"A",14
"18114",18114,"B",5
"18115",18115,"C",12
